,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1922,113716,2003-08-07 03:04:58.0,2003-08-07 04:04:54.0,,
1,1,1,PDT,1922,113716,2003-08-07 03:04:58.0,2003-08-07 04:04:54.0,,
2,2,2,PFL,1922,113716,2003-08-07 03:04:58.0,2003-08-07 04:04:54.0,,
3,3,3,PL,1922,113716,2003-08-07 03:04:58.0,2003-08-07 04:04:54.0,,
4,4,4,PMDB,1922,113716,2003-08-07 03:04:58.0,2003-08-07 04:04:54.0,,
5,5,5,PMN,1922,113716,2003-08-07 03:04:58.0,2003-08-07 04:04:54.0,,
6,6,6,PP,1922,113716,2003-08-07 03:04:58.0,2003-08-07 04:04:54.0,,
7,7,7,PPS,1922,113716,2003-08-07 03:04:58.0,2003-08-07 04:04:54.0,,
8,8,8,PRONA,1922,113716,2003-08-07 03:04:58.0,2003-08-07 04:04:54.0,,
9,9,9,PSB,1922,113716,2003-08-07 03:04:58.0,2003-08-07 04:04:54.0,,
10,10,10,PSC,1922,113716,2003-08-07 03:04:58.0,2003-08-07 04:04:54.0,,
11,11,11,PSDB,1922,113716,2003-08-07 03:04:58.0,2003-08-07 04:04:54.0,,
12,12,12,PSL,1922,113716,2003-08-07 03:04:58.0,2003-08-07 04:04:54.0,,
13,13,13,PT,1922,113716,2003-08-07 03:04:58.0,2003-08-07 04:04:54.0,,
14,14,14,PTB,1922,113716,2003-08-07 03:04:58.0,2003-08-07 04:04:54.0,,
15,15,15,PV,1922,113716,2003-08-07 03:04:58.0,2003-08-07 04:04:54.0,,
16,16,16,S.Part.,1922,113716,2003-08-07 03:04:58.0,2003-08-07 04:04:54.0,,
