,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,DEM,3019,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,0,23
1,PCdoB,3019,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,13,0
2,PDT,3019,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,21,0
3,PHS,3019,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,2,0
4,PMDB,3019,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,77,5
5,PMN,3019,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,5,0
6,PP,3019,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,31,1
7,PPS,3019,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,2,7
8,PR,3019,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,36,0
9,PRB,3019,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,4,0
10,PRTB,3019,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,1,0
11,PSB,3019,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,22,3
12,PSC,3019,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,12,0
13,PSDB,3019,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,1,46
14,PSOL,3019,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,0,2
15,PT,3019,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,73,1
16,PTB,3019,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,17,2
17,PTC,3019,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,1,0
18,PTdoB,3019,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,1,0
19,PV,3019,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,11,3
