,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,DEM,3022,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,0,9
1,PCdoB,3022,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,13,0
2,PDT,3022,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,21,0
3,PHS,3022,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,2,0
4,PMDB,3022,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,74,5
5,PMN,3022,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,5,0
6,PP,3022,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,30,1
7,PPS,3022,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,2,2
8,PR,3022,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,36,0
9,PRB,3022,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,4,0
10,PRTB,3022,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,1,0
11,PSB,3022,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,22,2
12,PSC,3022,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,12,0
13,PSDB,3022,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,0,11
14,PSOL,3022,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,0,1
15,PT,3022,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,73,1
16,PTB,3022,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,17,2
17,PTC,3022,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,1,0
18,PTdoB,3022,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,1,0
19,PV,3022,330427,2007-10-10 00:10:41.0,2007-10-10 03:53:01.0,11,3
